shape,shape_type,object,frame,xmin,xmax,ymin,ymax,points,timestep,area,xcenter,ycenter,height,proj,y,color,color_bremm,color_schumann_urban,color_steiger,color_teuling,color_ziegler,style
"[[10.8, 0.5627787362788872], [11.2, 0.5627787362788872], [11.2, 0.5893390474629201], [10.8, 0.5893390474629201], [10.8, 0.5627787362788872]]",link,16,55,1089,1129,101,256,"[[1089, 101], [1129, 101], [1129, 256], [1089, 256], [1089, 101]]",10.5,6200,1109.0,178.5,0.02656031118403297,0.5760588918709036,0.5760588918709036,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 75, 145]","[142, 3, 128]","[179, 29, 193]","[221, 182, 82]","[110, 2, 141]",solid
"[[11.8, 0.5627787362788872], [12.2, 0.56620639438274], [12.2, 0.5927667055667729], [11.8, 0.5893390474629201], [11.8, 0.5627787362788872]]",link,16,60,1095,1135,100,255,"[[1095, 100], [1135, 100], [1135, 255], [1095, 255], [1095, 100]]",11.5,6200,1115.0,177.5,0.02656031118403297,0.5794865499747565,0.5794865499747565,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 74, 146]","[143, 3, 128]","[178, 28, 194]","[222, 182, 81]","[108, 1, 142]",solid
"[[12.8, 0.56620639438274], [13.2, 0.5678736277328307], [13.2, 0.5944339389168636], [12.8, 0.5927667055667729], [12.8, 0.56620639438274]]",link,16,65,1098,1138,100,255,"[[1098, 100], [1138, 100], [1138, 255], [1098, 255], [1098, 100]]",12.5,6200,1118.0,177.5,0.02656031118403297,0.5811537833248471,0.5811537833248471,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 74, 146]","[143, 3, 128]","[178, 28, 194]","[222, 182, 81]","[108, 1, 142]",solid
"[[13.8, 0.5678736277328307], [14.2, 0.5689851166328911], [14.2, 0.595545427816924], [13.8, 0.5944339389168636], [13.8, 0.5678736277328307]]",link,16,70,1100,1140,100,255,"[[1100, 100], [1140, 100], [1140, 255], [1100, 255], [1100, 100]]",13.5,6200,1120.0,177.5,0.02656031118403297,0.5822652722249075,0.5822652722249075,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 74, 146]","[144, 3, 128]","[178, 29, 194]","[222, 182, 80]","[108, 1, 142]",solid
"[[14.8, 0.5689851166328911], [15.2, 0.5702288796579617], [15.2, 0.5966178339956459], [14.8, 0.595545427816924], [14.8, 0.5689851166328911]]",link,16,75,1102,1142,100,254,"[[1102, 100], [1142, 100], [1142, 254], [1102, 254], [1102, 100]]",14.5,6160,1122.0,177.0,0.02638895433768437,0.5834233568268038,0.5834233568268038,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 74, 147]","[144, 2, 128]","[177, 28, 195]","[223, 182, 80]","[107, 1, 142]",solid
"[[15.8, 0.5702288796579617], [16.2, 0.5689851166328911], [16.2, 0.595545427816924], [15.8, 0.5966178339956459], [15.8, 0.5702288796579617]]",link,16,80,1100,1140,100,255,"[[1100, 100], [1140, 100], [1140, 255], [1100, 255], [1100, 100]]",15.5,6200,1120.0,177.5,0.02656031118403297,0.5822652722249075,0.5822652722249075,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 74, 146]","[144, 3, 128]","[178, 29, 194]","[222, 182, 80]","[108, 1, 142]",solid
"[[16.8, 0.5689851166328911], [17.2, 0.5700966055329516], [17.2, 0.5966569167169845], [16.8, 0.595545427816924], [16.8, 0.5689851166328911]]",link,16,85,1102,1142,100,255,"[[1102, 100], [1142, 100], [1142, 255], [1102, 255], [1102, 100]]",16.5,6200,1122.0,177.5,0.02656031118403297,0.5833767611249681,0.5833767611249681,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 74, 147]","[144, 3, 128]","[177, 29, 194]","[222, 181, 80]","[107, 1, 142]",solid
"[[17.8, 0.5700966055329516], [18.2, 0.5684293721828609], [18.2, 0.5949896833668938], [17.8, 0.5966569167169845], [17.8, 0.5700966055329516]]",link,16,90,1099,1139,100,255,"[[1099, 100], [1139, 100], [1139, 255], [1099, 255], [1099, 100]]",17.5,6200,1119.0,177.5,0.02656031118403297,0.5817095277748774,0.5817095277748774,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 74, 146]","[144, 3, 128]","[178, 29, 194]","[222, 182, 80]","[108, 1, 142]",solid
"[[18.8, 0.5684293721828609], [19.2, 0.5684293721828609], [19.2, 0.5949896833668938], [18.8, 0.5949896833668938], [18.8, 0.5684293721828609]]",link,16,95,1099,1139,100,255,"[[1099, 100], [1139, 100], [1139, 255], [1099, 255], [1099, 100]]",18.5,6200,1119.0,177.5,0.02656031118403297,0.5817095277748774,0.5817095277748774,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 74, 146]","[144, 3, 128]","[178, 29, 194]","[222, 182, 80]","[108, 1, 142]",solid
"[[19.8, 0.5684293721828609], [20.2, 0.5738545425581532], [20.2, 0.6005862105885347], [19.8, 0.5949896833668938], [19.8, 0.5684293721828609]]",link,16,100,1109,1149,100,256,"[[1109, 100], [1149, 100], [1149, 256], [1109, 256], [1109, 100]]",19.5,6240,1129.0,178.0,0.02673166803038157,0.5872203765733439,0.5872203765733439,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 75, 147]","[145, 3, 128]","[177, 30, 195]","[222, 181, 80]","[106, 2, 143]",solid
"[[20.8, 0.5738545425581532], [21.2, 0.5730595916123187], [21.2, 0.5987888220915609], [20.8, 0.6005862105885347], [20.8, 0.5738545425581532]]",link,16,105,1107,1146,100,254,"[[1107, 100], [1146, 100], [1146, 254], [1107, 254], [1107, 100]]",20.5,6006,1126.5,177.0,0.02572923047924226,0.5859242068519398,0.5859242068519398,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 74, 147]","[145, 2, 128]","[177, 28, 195]","[223, 181, 80]","[106, 1, 142]",solid
"[[21.8, 0.5730595916123187], [22.2, 0.5730595916123187], [22.2, 0.5987888220915609], [21.8, 0.5987888220915609], [21.8, 0.5730595916123187]]",link,16,110,1107,1146,100,254,"[[1107, 100], [1146, 100], [1146, 254], [1107, 254], [1107, 100]]",21.5,6006,1126.5,177.0,0.02572923047924226,0.5859242068519398,0.5859242068519398,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 74, 147]","[145, 2, 128]","[177, 28, 195]","[223, 181, 80]","[106, 1, 142]",solid
"[[22.8, 0.5730595916123187], [23.2, 0.5730595916123187], [23.2, 0.5987888220915609], [22.8, 0.5987888220915609], [22.8, 0.5730595916123187]]",link,16,115,1107,1146,100,254,"[[1107, 100], [1146, 100], [1146, 254], [1107, 254], [1107, 100]]",22.5,6006,1126.5,177.0,0.02572923047924226,0.5859242068519398,0.5859242068519398,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 74, 147]","[145, 2, 128]","[177, 28, 195]","[223, 181, 80]","[106, 1, 142]",solid
"[[23.8, 0.5730595916123187], [24.2, 0.5739868166831631], [24.2, 0.600547127867196], [23.8, 0.5987888220915609], [23.8, 0.5730595916123187]]",link,16,120,1109,1149,100,255,"[[1109, 100], [1149, 100], [1149, 255], [1109, 255], [1109, 100]]",23.5,6200,1129.0,177.5,0.02656031118403297,0.5872669722751795,0.5872669722751795,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 75, 147]","[145, 3, 128]","[177, 29, 195]","[223, 181, 79]","[106, 1, 143]",solid
"[[24.8, 0.5739868166831631], [25.2, 0.5749097578328488], [25.2, 0.60230971756399], [24.8, 0.600547127867196], [24.8, 0.5739868166831631]]",link,16,125,1111,1152,100,256,"[[1111, 100], [1152, 100], [1152, 256], [1111, 256], [1111, 100]]",24.5,6396,1131.5,178.0,0.027399959731141107,0.5886097376984194,0.5886097376984194,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[224, 75, 147]","[145, 3, 128]","[177, 30, 195]","[222, 181, 80]","[106, 2, 143]",solid
"[[25.8, 0.5749097578328488], [26.2, 0.5781682240333849], [26.2, 0.605071248910115], [25.8, 0.60230971756399], [25.8, 0.5749097578328488]]",link,16,130,1117,1157,100,257,"[[1117, 100], [1157, 100], [1157, 257], [1117, 257], [1117, 100]]",25.5,6280,1137.0,178.5,0.02690302487673017,0.5916197364717499,0.5916197364717499,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 75, 148]","[146, 3, 128]","[176, 30, 196]","[223, 180, 79]","[105, 2, 144]",solid
"[[26.8, 0.5781682240333849], [27.2, 0.5797770417975314], [27.2, 0.6073526422961799], [26.8, 0.605071248910115], [26.8, 0.5781682240333849]]",link,16,135,1120,1161,100,257,"[[1120, 100], [1161, 100], [1161, 257], [1120, 257], [1120, 100]]",26.5,6437,1140.5,178.5,0.027575600498648423,0.5935648420468557,0.5935648420468557,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 75, 148]","[147, 3, 128]","[176, 30, 196]","[223, 180, 78]","[104, 2, 144]",solid
"[[27.8, 0.5797770417975314], [28.2, 0.583593394408677], [28.2, 0.6106677761317557], [27.8, 0.6073526422961799], [27.8, 0.5797770417975314]]",link,16,140,1127,1167,100,258,"[[1127, 100], [1167, 100], [1167, 258], [1127, 258], [1127, 100]]",27.5,6320,1147.0,179.0,0.02707438172307877,0.5971305852702163,0.5971305852702163,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 75, 149]","[147, 4, 128]","[175, 31, 196]","[223, 179, 78]","[103, 2, 145]",solid
"[[28.8, 0.583593394408677], [29.2, 0.5874836055588887], [29.2, 0.6145579872819674], [28.8, 0.6106677761317557], [28.8, 0.583593394408677]]",link,16,145,1134,1174,100,258,"[[1134, 100], [1174, 100], [1174, 258], [1134, 258], [1134, 100]]",28.5,6320,1154.0,179.0,0.02707438172307877,0.601020796420428,0.601020796420428,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 75, 150]","[148, 4, 128]","[174, 31, 197]","[223, 179, 77]","[102, 2, 146]",solid
"[[29.8, 0.5874836055588887], [30.2, 0.5851674363550962], [30.2, 0.6122418180781749], [29.8, 0.6145579872819674], [29.8, 0.5874836055588887]]",link,16,150,1130,1170,101,259,"[[1130, 101], [1170, 101], [1170, 259], [1130, 259], [1130, 101]]",29.5,6320,1150.0,180.0,0.02707438172307877,0.5987046272166355,0.5987046272166355,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[222, 76, 149]","[148, 4, 128]","[175, 32, 196]","[222, 179, 78]","[102, 3, 146]",solid
"[[30.8, 0.5851674363550962], [31.2, 0.5856213985766852], [31.2, 0.6135482806103483], [30.8, 0.6122418180781749], [30.8, 0.5851674363550962]]",link,16,155,1131,1172,100,259,"[[1131, 100], [1172, 100], [1172, 259], [1131, 259], [1131, 100]]",30.5,6519,1151.5,179.5,0.02792688203366305,0.5995848395935167,0.5995848395935167,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 75, 149]","[148, 4, 128]","[175, 31, 197]","[223, 179, 78]","[102, 2, 146]",solid
"[[31.8, 0.5856213985766852], [32.2, 0.5856213985766852], [32.2, 0.6135482806103483], [31.8, 0.6135482806103483], [31.8, 0.5856213985766852]]",link,16,160,1131,1172,100,259,"[[1131, 100], [1172, 100], [1172, 259], [1131, 259], [1131, 100]]",31.5,6519,1151.5,179.5,0.02792688203366305,0.5995848395935167,0.5995848395935167,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 75, 149]","[148, 4, 128]","[175, 31, 197]","[223, 179, 78]","[102, 2, 146]",solid
"[[32.8, 0.5856213985766852], [33.2, 0.5867328874767456], [33.2, 0.6146597695104087], [32.8, 0.6135482806103483], [32.8, 0.5856213985766852]]",link,16,165,1133,1174,100,259,"[[1133, 100], [1174, 100], [1174, 259], [1133, 259], [1133, 100]]",32.5,6519,1153.5,179.5,0.02792688203366305,0.6006963284935771,0.6006963284935771,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 75, 150]","[148, 4, 128]","[174, 31, 197]","[223, 179, 77]","[102, 2, 146]",solid
"[[33.8, 0.5867328874767456], [34.2, 0.5835328368621536], [34.2, 0.6112840781283094], [33.8, 0.6146597695104087], [33.8, 0.5867328874767456]]",link,16,170,1127,1168,100,258,"[[1127, 100], [1168, 100], [1168, 258], [1127, 258], [1127, 100]]",33.5,6478,1147.5,179.0,0.02775124126615574,0.5974084574952315,0.5974084574952315,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 75, 149]","[147, 4, 128]","[175, 31, 196]","[223, 179, 78]","[103, 2, 145]",solid
"[[34.8, 0.5835328368621536], [35.2, 0.5869278611088584], [35.2, 0.6140022428319372], [34.8, 0.6112840781283094], [34.8, 0.5835328368621536]]",link,16,175,1133,1173,100,258,"[[1133, 100], [1173, 100], [1173, 258], [1133, 258], [1133, 100]]",34.5,6320,1153.0,179.0,0.02707438172307877,0.6004650519703978,0.6004650519703978,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 75, 149]","[148, 4, 128]","[175, 31, 197]","[223, 179, 78]","[102, 2, 146]",solid
"[[35.8, 0.5869278611088584], [36.2, 0.5837256685336871], [36.2, 0.6106286934104173], [35.8, 0.6140022428319372], [35.8, 0.5869278611088584]]",link,16,180,1127,1167,100,257,"[[1127, 100], [1167, 100], [1167, 257], [1127, 257], [1127, 100]]",35.5,6280,1147.0,178.5,0.02690302487673017,0.5971771809720522,0.5971771809720522,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 75, 149]","[147, 3, 128]","[175, 30, 196]","[223, 179, 78]","[103, 2, 145]",solid
"[[36.8, 0.5837256685336871], [37.2, 0.5885950944589492], [37.2, 0.6156694761820279], [36.8, 0.6106286934104173], [36.8, 0.5837256685336871]]",link,16,185,1136,1176,100,258,"[[1136, 100], [1176, 100], [1176, 258], [1136, 258], [1136, 100]]",36.5,6320,1156.0,179.0,0.02707438172307877,0.6021322853204886,0.6021322853204886,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 75, 150]","[148, 4, 128]","[174, 31, 197]","[223, 179, 77]","[102, 2, 146]",solid
"[[37.8, 0.5885950944589492], [38.2, 0.5865043907838381], [38.2, 0.6134074156605682], [37.8, 0.6156694761820279], [37.8, 0.5885950944589492]]",link,16,190,1132,1172,100,257,"[[1132, 100], [1172, 100], [1172, 257], [1132, 257], [1132, 100]]",37.5,6280,1152.0,178.5,0.02690302487673017,0.5999559032222032,0.5999559032222032,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 75, 149]","[148, 3, 128]","[174, 30, 197]","[223, 179, 77]","[102, 2, 145]",solid
"[[38.8, 0.5865043907838381], [39.2, 0.5857231808051264], [39.2, 0.6127975625282052], [38.8, 0.6134074156605682], [38.8, 0.5865043907838381]]",link,16,195,1131,1171,101,259,"[[1131, 101], [1171, 101], [1171, 259], [1131, 259], [1131, 101]]",38.5,6320,1151.0,180.0,0.02707438172307877,0.5992603716666658,0.5992603716666658,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[222, 76, 149]","[148, 4, 128]","[175, 32, 196]","[222, 179, 78]","[102, 3, 146]",solid
"[[39.8, 0.5857231808051264], [40.2, 0.5727873095042364], [40.2, 0.6005385507703922], [39.8, 0.6127975625282052], [39.8, 0.5857231808051264]]",link,16,200,1108,1149,102,260,"[[1108, 102], [1149, 102], [1149, 260], [1108, 260], [1108, 102]]",39.5,6478,1128.5,181.0,0.02775124126615574,0.5866629301373143,0.5866629301373143,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 147]","[145, 5, 128]","[177, 33, 194]","[221, 180, 80]","[107, 3, 144]",solid
"[[40.8, 0.5727873095042364], [41.2, 0.5823887141049451], [41.2, 0.6094630958280238], [40.8, 0.6005385507703922], [40.8, 0.5727873095042364]]",link,16,205,1125,1165,101,259,"[[1125, 101], [1165, 101], [1165, 259], [1125, 259], [1125, 101]]",40.5,6320,1145.0,180.0,0.02707438172307877,0.5959259049664845,0.5959259049664845,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 149]","[147, 4, 128]","[175, 32, 196]","[222, 179, 78]","[104, 3, 146]",solid
"[[41.8, 0.5823887141049451], [42.2, 0.5835002030050055], [42.2, 0.6105745847280842], [41.8, 0.6094630958280238], [41.8, 0.5823887141049451]]",link,16,210,1127,1167,101,259,"[[1127, 101], [1167, 101], [1167, 259], [1127, 259], [1127, 101]]",41.5,6320,1147.0,180.0,0.02707438172307877,0.5970373938665449,0.5970373938665449,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 149]","[147, 4, 128]","[175, 32, 196]","[222, 179, 78]","[103, 3, 146]",solid
"[[42.8, 0.5835002030050055], [43.2, 0.5839953899085123], [43.2, 0.6117466311746681], [42.8, 0.6105745847280842], [42.8, 0.5835002030050055]]",link,16,215,1128,1169,101,259,"[[1128, 101], [1169, 101], [1169, 259], [1128, 259], [1128, 101]]",42.5,6478,1148.5,180.0,0.02775124126615574,0.5978710105415902,0.5978710105415902,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 149]","[147, 4, 128]","[175, 32, 196]","[222, 179, 78]","[103, 3, 146]",solid
"[[43.8, 0.5839953899085123], [44.2, 0.5839953899085123], [44.2, 0.6117466311746681], [43.8, 0.6117466311746681], [43.8, 0.5839953899085123]]",link,16,220,1128,1169,101,259,"[[1128, 101], [1169, 101], [1169, 259], [1128, 259], [1128, 101]]",43.5,6478,1148.5,180.0,0.02775124126615574,0.5978710105415902,0.5978710105415902,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 149]","[147, 4, 128]","[175, 32, 196]","[222, 179, 78]","[103, 3, 146]",solid
"[[44.8, 0.5839953899085123], [45.2, 0.5850656541266549], [45.2, 0.612992536160318], [44.8, 0.6117466311746681], [44.8, 0.5839953899085123]]",link,16,225,1130,1171,100,259,"[[1130, 100], [1171, 100], [1171, 259], [1130, 259], [1130, 100]]",44.5,6519,1150.5,179.5,0.02792688203366305,0.5990290951434865,0.5990290951434865,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 75, 149]","[148, 4, 128]","[175, 31, 197]","[223, 179, 78]","[102, 2, 146]",solid
"[[45.8, 0.5850656541266549], [46.2, 0.5863115591123048], [46.2, 0.6140628003784606], [45.8, 0.612992536160318], [45.8, 0.5850656541266549]]",link,16,230,1132,1173,100,258,"[[1132, 100], [1173, 100], [1173, 258], [1132, 258], [1132, 100]]",45.5,6478,1152.5,179.0,0.02775124126615574,0.6001871797453827,0.6001871797453827,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 75, 149]","[148, 4, 128]","[175, 31, 197]","[223, 179, 78]","[102, 2, 146]",solid
"[[46.8, 0.5863115591123048], [47.2, 0.5835002030050055], [47.2, 0.6105745847280842], [46.8, 0.6140628003784606], [46.8, 0.5863115591123048]]",link,16,235,1127,1167,101,259,"[[1127, 101], [1167, 101], [1167, 259], [1127, 259], [1127, 101]]",46.5,6320,1147.0,180.0,0.02707438172307877,0.5970373938665449,0.5970373938665449,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 149]","[147, 4, 128]","[175, 32, 196]","[222, 179, 78]","[103, 3, 146]",solid
"[[47.8, 0.5835002030050055], [48.2, 0.5839953899085123], [48.2, 0.6117466311746681], [47.8, 0.6105745847280842], [47.8, 0.5835002030050055]]",link,16,240,1128,1169,101,259,"[[1128, 101], [1169, 101], [1169, 259], [1128, 259], [1128, 101]]",47.5,6478,1148.5,180.0,0.02775124126615574,0.5978710105415902,0.5978710105415902,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 149]","[147, 4, 128]","[175, 32, 196]","[222, 179, 78]","[103, 3, 146]",solid
"[[48.8, 0.5839953899085123], [49.2, 0.5839953899085123], [49.2, 0.6117466311746681], [48.8, 0.6117466311746681], [48.8, 0.5839953899085123]]",link,16,245,1128,1169,101,259,"[[1128, 101], [1169, 101], [1169, 259], [1128, 259], [1128, 101]]",48.5,6478,1148.5,180.0,0.02775124126615574,0.5978710105415902,0.5978710105415902,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 149]","[147, 4, 128]","[175, 32, 196]","[222, 179, 78]","[103, 3, 146]",solid
"[[49.8, 0.5839953899085123], [50.2, 0.5751640362545521], [50.2, 0.6022384179776309], [49.8, 0.6117466311746681], [49.8, 0.5839953899085123]]",link,16,250,1112,1152,101,259,"[[1112, 101], [1152, 101], [1152, 259], [1112, 259], [1112, 101]]",49.5,6320,1132.0,180.0,0.02707438172307877,0.5887012271160915,0.5887012271160915,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 147]","[145, 4, 128]","[177, 32, 195]","[222, 180, 80]","[106, 3, 144]",solid
"[[50.8, 0.5751640362545521], [51.2, 0.5751640362545521], [51.2, 0.6022384179776309], [50.8, 0.6022384179776309], [50.8, 0.5751640362545521]]",link,16,255,1112,1152,101,259,"[[1112, 101], [1152, 101], [1152, 259], [1112, 259], [1112, 101]]",50.5,6320,1132.0,180.0,0.02707438172307877,0.5887012271160915,0.5887012271160915,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 147]","[145, 4, 128]","[177, 32, 195]","[222, 180, 80]","[106, 3, 144]",solid
"[[51.8, 0.5751640362545521], [52.2, 0.5762149676080892], [52.2, 0.603966208874245], [51.8, 0.6022384179776309], [51.8, 0.5751640362545521]]",link,16,260,1114,1155,101,259,"[[1114, 101], [1155, 101], [1155, 259], [1114, 259], [1114, 101]]",51.5,6478,1134.5,180.0,0.02775124126615574,0.5900905882411671,0.5900905882411671,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 148]","[146, 4, 128]","[176, 32, 195]","[222, 180, 79]","[106, 3, 145]",solid
"[[52.8, 0.5762149676080892], [53.2, 0.5762149676080892], [53.2, 0.603966208874245], [52.8, 0.603966208874245], [52.8, 0.5762149676080892]]",link,16,265,1114,1155,101,259,"[[1114, 101], [1155, 101], [1155, 259], [1114, 259], [1114, 101]]",52.5,6478,1134.5,180.0,0.02775124126615574,0.5900905882411671,0.5900905882411671,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 148]","[146, 4, 128]","[176, 32, 195]","[222, 180, 79]","[106, 3, 145]",solid
"[[53.8, 0.5762149676080892], [54.2, 0.5773870140546731], [54.2, 0.6044613957777518], [53.8, 0.603966208874245], [53.8, 0.5762149676080892]]",link,16,270,1116,1156,101,259,"[[1116, 101], [1156, 101], [1156, 259], [1116, 259], [1116, 101]]",53.5,6320,1136.0,180.0,0.02707438172307877,0.5909242049162124,0.5909242049162124,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 148]","[146, 4, 128]","[176, 32, 195]","[222, 180, 79]","[105, 3, 145]",solid
"[[54.8, 0.5773870140546731], [55.2, 0.58380069176158], [55.2, 0.6108750734846587], [54.8, 0.6044613957777518], [54.8, 0.5773870140546731]]",link,16,275,1116,1156,101,259,"[[1116, 101], [1156, 101], [1156, 259], [1116, 259], [1116, 101]]",54.5,6320,1136.0,180.0,0.02707438172307877,0.5909242049162124,0.5973378826231194,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 148]","[146, 4, 128]","[176, 32, 195]","[222, 180, 79]","[105, 3, 145]",solid
"[[55.8, 0.58380069176158], [56.2, 0.6004688335161394], [56.2, 0.6275432152392182], [55.8, 0.6108750734846587], [55.8, 0.58380069176158]]",link,16,280,1118,1158,101,259,"[[1118, 101], [1158, 101], [1158, 259], [1118, 259], [1118, 101]]",55.5,6320,1138.0,180.0,0.02707438172307877,0.592035693816273,0.6140060243776788,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 148]","[146, 4, 128]","[176, 32, 195]","[222, 180, 79]","[105, 3, 145]",solid
"[[56.8, 0.6004688335161394], [57.2, 0.5803826736748583], [57.2, 0.607457055397937], [56.8, 0.6275432152392182], [56.8, 0.6004688335161394]]",link,16,285,1118,1158,101,259,"[[1118, 101], [1158, 101], [1158, 259], [1118, 259], [1118, 101]]",56.5,6320,1138.0,180.0,0.02707438172307877,0.592035693816273,0.5939198645363977,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 148]","[146, 4, 128]","[176, 32, 195]","[222, 180, 79]","[105, 3, 145]",solid
"[[57.8, 0.5803826736748583], [58.2, 0.5735524654288646], [58.2, 0.6006268471519434], [57.8, 0.607457055397937], [57.8, 0.5803826736748583]]",link,16,290,1118,1158,101,259,"[[1118, 101], [1158, 101], [1158, 259], [1118, 259], [1118, 101]]",57.5,6320,1138.0,180.0,0.02707438172307877,0.592035693816273,0.587089656290404,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 148]","[146, 4, 128]","[176, 32, 195]","[222, 180, 79]","[105, 3, 145]",dashed
"[[58.8, 0.5735524654288646], [59.2, 0.5584950919463031], [59.2, 0.5855694736693818], [58.8, 0.6006268471519434], [58.8, 0.5735524654288646]]",link,16,295,1118,1158,101,259,"[[1118, 101], [1158, 101], [1158, 259], [1118, 259], [1118, 101]]",58.5,6320,1138.0,180.0,0.02707438172307877,0.592035693816273,0.5720322828078425,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 148]","[146, 4, 128]","[176, 32, 195]","[222, 180, 79]","[105, 3, 145]",solid
"[[59.8, 0.5584950919463031], [60.2, 0.5654337994904037], [60.2, 0.5925081812134825], [59.8, 0.5855694736693818], [59.8, 0.5584950919463031]]",link,16,300,1113,1153,101,259,"[[1113, 101], [1153, 101], [1153, 259], [1113, 259], [1113, 101]]",59.5,6320,1133.0,180.0,0.02707438172307877,0.5892569715661218,0.5789709903519431,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 148]","[146, 4, 128]","[176, 32, 195]","[222, 180, 79]","[106, 3, 145]",solid
"[[60.8, 0.5654337994904037], [61.2, 0.5719006745790345], [61.2, 0.5989750563021132], [60.8, 0.5925081812134825], [60.8, 0.5654337994904037]]",link,16,305,1115,1155,101,259,"[[1115, 101], [1155, 101], [1155, 259], [1115, 259], [1115, 101]]",60.5,6320,1135.0,180.0,0.02707438172307877,0.5903684604661823,0.5854378654405739,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 148]","[146, 4, 128]","[176, 32, 195]","[222, 180, 79]","[106, 3, 145]",solid
"[[61.8, 0.5719006745790345], [62.2, 0.5755241125983218], [62.2, 0.6032753538644776], [61.8, 0.5989750563021132], [61.8, 0.5719006745790345]]",link,16,310,1116,1157,101,259,"[[1116, 101], [1157, 101], [1157, 259], [1116, 259], [1116, 101]]",61.5,6478,1136.5,180.0,0.02775124126615574,0.5912020771412276,0.5893997332313997,"(0.6509803921568628, 0.807843137254902, 0.8901960784313725, 1.0)","[223, 76, 148]","[146, 4, 128]","[176, 32, 195]","[222, 180, 79]","[105, 3, 145]",solid
