object,frame,xmin,xmax,ymin,ymax,points,timestep,area,xcenter,ycenter
299,920,226,283,149,320,"[[226, 149], [283, 149], [283, 320], [226, 320], [226, 149]]",184,9747,254.5,234.5
353,920,753,814,144,354,"[[753, 144], [814, 144], [814, 354], [753, 354], [753, 144]]",184,12810,783.5,249.0
147,920,1260,1306,104,282,"[[1260, 104], [1306, 104], [1306, 282], [1260, 282], [1260, 104]]",184,8188,1283.0,193.0
16,920,1012,1055,107,268,"[[1012, 107], [1055, 107], [1055, 268], [1012, 268], [1012, 107]]",184,6923,1033.5,187.5
549,920,194,256,157,340,"[[194, 157], [256, 157], [256, 340], [194, 340], [194, 157]]",184,11346,225.0,248.5
378,920,266,319,142,303,"[[266, 142], [319, 142], [319, 303], [266, 303], [266, 142]]",184,8533,292.5,222.5
210,920,466,521,141,319,"[[466, 141], [521, 141], [521, 319], [466, 319], [466, 141]]",184,9790,493.5,230.0
56,920,1878,1920,232,733,"[[1878, 232], [1920, 232], [1920, 733], [1878, 733], [1878, 232]]",184,21042,1899.0,482.5
406,920,328,380,140,301,"[[328, 140], [380, 140], [380, 301], [328, 301], [328, 140]]",184,8372,354.0,220.5
601,920,1734,1920,256,787,"[[1734, 256], [1920, 256], [1920, 787], [1734, 787], [1734, 256]]",184,98766,1827.0,521.5
591,920,155,217,158,340,"[[155, 158], [217, 158], [217, 340], [155, 340], [155, 158]]",184,11284,186.0,249.0
196,920,783,856,163,416,"[[783, 163], [856, 163], [856, 416], [783, 416], [783, 163]]",184,18469,819.5,289.5
451,920,309,380,168,386,"[[309, 168], [380, 168], [380, 386], [309, 386], [309, 168]]",184,15478,344.5,277.0
578,920,96,154,154,322,"[[96, 154], [154, 154], [154, 322], [96, 322], [96, 154]]",184,9744,125.0,238.0
115,920,758,844,186,484,"[[758, 186], [844, 186], [844, 484], [758, 484], [758, 186]]",184,25628,801.0,335.0
563,920,834,900,151,386,"[[834, 151], [900, 151], [900, 386], [834, 386], [834, 151]]",184,15510,867.0,268.5
490,920,171,228,151,321,"[[171, 151], [228, 151], [228, 321], [171, 321], [171, 151]]",184,9690,199.5,236.0
408,920,1618,1717,147,451,"[[1618, 147], [1717, 147], [1717, 451], [1618, 451], [1618, 147]]",184,30096,1667.5,299.0
177,920,617,688,162,397,"[[617, 162], [688, 162], [688, 397], [617, 397], [617, 162]]",184,16685,652.5,279.5
257,920,345,404,149,330,"[[345, 149], [404, 149], [404, 330], [345, 330], [345, 149]]",184,10679,374.5,239.5
198,920,709,774,151,374,"[[709, 151], [774, 151], [774, 374], [709, 374], [709, 151]]",184,14495,741.5,262.5
578,925,114,170,151,314,"[[114, 151], [170, 151], [170, 314], [114, 314], [114, 151]]",185,9128,142.0,232.5
230,925,1280,1699,698,1280,"[[1280, 698], [1699, 698], [1699, 1280], [1280, 1280], [1280, 698]]",185,243858,1489.5,989.0
299,925,231,287,147,313,"[[231, 147], [287, 147], [287, 313], [231, 313], [231, 147]]",185,9296,259.0,230.0
375,925,376,428,138,300,"[[376, 138], [428, 138], [428, 300], [376, 300], [376, 138]]",185,8424,402.0,219.0
210,925,498,552,137,310,"[[498, 137], [552, 137], [552, 310], [498, 310], [498, 137]]",185,9342,525.0,223.5
384,925,411,475,155,356,"[[411, 155], [475, 155], [475, 356], [411, 356], [411, 155]]",185,12864,443.0,255.5
512,925,1121,1282,322,922,"[[1121, 322], [1282, 322], [1282, 922], [1121, 922], [1121, 322]]",185,96600,1201.5,622.0
353,925,753,814,144,354,"[[753, 144], [814, 144], [814, 354], [753, 354], [753, 144]]",185,12810,783.5,249.0
147,925,1256,1302,104,283,"[[1256, 104], [1302, 104], [1302, 283], [1256, 283], [1256, 104]]",185,8234,1279.0,193.5
16,925,1012,1055,107,268,"[[1012, 107], [1055, 107], [1055, 268], [1012, 268], [1012, 107]]",185,6923,1033.5,187.5
490,925,199,254,147,311,"[[199, 147], [254, 147], [254, 311], [199, 311], [199, 147]]",185,9020,226.5,229.0
406,925,332,384,139,299,"[[332, 139], [384, 139], [384, 299], [332, 299], [332, 139]]",185,8320,358.0,219.0
549,925,238,297,152,329,"[[238, 152], [297, 152], [297, 329], [238, 329], [238, 152]]",185,10443,267.5,240.5
591,925,175,235,154,330,"[[175, 154], [235, 154], [235, 330], [175, 330], [175, 154]]",185,10560,205.0,242.0
349,925,430,485,141,315,"[[430, 141], [485, 141], [485, 315], [430, 315], [430, 141]]",185,9570,457.5,228.0
257,925,370,426,144,319,"[[370, 144], [426, 144], [426, 319], [370, 319], [370, 144]]",185,9800,398.0,231.5
196,925,783,856,163,416,"[[783, 163], [856, 163], [856, 416], [783, 416], [783, 163]]",185,18469,819.5,289.5
370,925,277,525,430,1159,"[[277, 430], [525, 430], [525, 1159], [277, 1159], [277, 430]]",185,180792,401.0,794.5
559,925,877,938,142,363,"[[877, 142], [938, 142], [938, 363], [877, 363], [877, 142]]",185,13481,907.5,252.5
451,925,309,377,163,371,"[[309, 163], [377, 163], [377, 371], [309, 371], [309, 163]]",185,14144,343.0,267.0
563,925,834,900,151,386,"[[834, 151], [900, 151], [900, 386], [834, 386], [834, 151]]",185,15510,867.0,268.5
198,925,709,774,151,374,"[[709, 151], [774, 151], [774, 374], [709, 374], [709, 151]]",185,14495,741.5,262.5
408,925,1555,1646,142,429,"[[1555, 142], [1646, 142], [1646, 429], [1555, 429], [1555, 142]]",185,26117,1600.5,285.5
177,925,617,688,162,397,"[[617, 162], [688, 162], [688, 397], [617, 397], [617, 162]]",185,16685,652.5,279.5
378,925,286,337,139,295,"[[286, 139], [337, 139], [337, 295], [286, 295], [286, 139]]",185,7956,311.5,217.0
115,925,755,842,187,486,"[[755, 187], [842, 187], [842, 486], [755, 486], [755, 187]]",185,26013,798.5,336.5
375,930,383,434,137,297,"[[383, 137], [434, 137], [434, 297], [383, 297], [383, 137]]",186,8160,408.5,217.0
473,930,113,270,291,740,"[[113, 291], [270, 291], [270, 740], [113, 740], [113, 291]]",186,70493,191.5,515.5
257,930,396,450,141,311,"[[396, 141], [450, 141], [450, 311], [396, 311], [396, 141]]",186,9180,423.0,226.0
559,930,877,938,142,363,"[[877, 142], [938, 142], [938, 363], [877, 363], [877, 142]]",186,13481,907.5,252.5
230,930,1176,1743,931,1280,"[[1176, 931], [1743, 931], [1743, 1280], [1176, 1280], [1176, 931]]",186,197883,1459.5,1105.5
115,930,759,846,186,485,"[[759, 186], [846, 186], [846, 485], [759, 485], [759, 186]]",186,26013,802.5,335.5
353,930,753,814,144,354,"[[753, 144], [814, 144], [814, 354], [753, 354], [753, 144]]",186,12810,783.5,249.0
16,930,1012,1055,107,268,"[[1012, 107], [1055, 107], [1055, 268], [1012, 268], [1012, 107]]",186,6923,1033.5,187.5
378,930,300,350,137,290,"[[300, 137], [350, 137], [350, 290], [300, 290], [300, 137]]",186,7650,325.0,213.5
591,930,192,249,151,321,"[[192, 151], [249, 151], [249, 321], [192, 321], [192, 151]]",186,9690,220.5,236.0
210,930,522,574,134,303,"[[522, 134], [574, 134], [574, 303], [522, 303], [522, 134]]",186,8788,548.0,218.5
578,930,139,194,148,308,"[[139, 148], [194, 148], [194, 308], [139, 308], [139, 148]]",186,8800,166.5,228.0
147,930,1262,1307,103,281,"[[1262, 103], [1307, 103], [1307, 281], [1262, 281], [1262, 103]]",186,8010,1284.5,192.0
408,930,1478,1559,137,406,"[[1478, 137], [1559, 137], [1559, 406], [1478, 406], [1478, 137]]",186,21789,1518.5,271.5
370,930,557,831,491,1280,"[[557, 491], [831, 491], [831, 1280], [557, 1280], [557, 491]]",186,216186,694.0,885.5
512,930,1273,1453,334,972,"[[1273, 334], [1453, 334], [1453, 972], [1273, 972], [1273, 334]]",186,114840,1363.0,653.0
196,930,783,856,163,416,"[[783, 163], [856, 163], [856, 416], [783, 416], [783, 163]]",186,18469,819.5,289.5
549,930,267,324,147,318,"[[267, 147], [324, 147], [324, 318], [267, 318], [267, 147]]",186,9747,295.5,232.5
490,930,220,273,144,302,"[[220, 144], [273, 144], [273, 302], [220, 302], [220, 144]]",186,8374,246.5,223.0
384,930,424,486,152,349,"[[424, 152], [486, 152], [486, 349], [424, 349], [424, 152]]",186,12214,455.0,250.5
299,930,251,304,144,306,"[[251, 144], [304, 144], [304, 306], [251, 306], [251, 144]]",186,8586,277.5,225.0
563,930,834,900,151,386,"[[834, 151], [900, 151], [900, 386], [834, 386], [834, 151]]",186,15510,867.0,268.5
406,930,343,394,137,295,"[[343, 137], [394, 137], [394, 295], [343, 295], [343, 137]]",186,8058,368.5,216.0
198,930,709,774,151,374,"[[709, 151], [774, 151], [774, 374], [709, 374], [709, 151]]",186,14495,741.5,262.5
177,930,617,688,162,397,"[[617, 162], [688, 162], [688, 397], [617, 397], [617, 162]]",186,16685,652.5,279.5
349,930,460,513,137,306,"[[460, 137], [513, 137], [513, 306], [460, 306], [460, 137]]",186,8957,486.5,221.5
518,930,363,491,252,644,"[[363, 252], [491, 252], [491, 644], [363, 644], [363, 252]]",186,50176,427.0,448.0
451,930,326,392,158,358,"[[326, 158], [392, 158], [392, 358], [326, 358], [326, 158]]",186,13200,359.0,258.0
549,935,266,320,144,308,"[[266, 144], [320, 144], [320, 308], [266, 308], [266, 144]]",187,8856,293.0,226.0
378,935,323,372,135,287,"[[323, 135], [372, 135], [372, 287], [323, 287], [323, 135]]",187,7448,347.5,211.0
578,935,162,214,144,299,"[[162, 144], [214, 144], [214, 299], [162, 299], [162, 144]]",187,8060,188.0,221.5
512,935,1480,1712,361,1068,"[[1480, 361], [1712, 361], [1712, 1068], [1480, 1068], [1480, 361]]",187,164024,1596.0,714.5
353,935,753,814,144,354,"[[753, 144], [814, 144], [814, 354], [753, 354], [753, 144]]",187,12810,783.5,249.0
299,935,271,323,141,298,"[[271, 141], [323, 141], [323, 298], [271, 298], [271, 141]]",187,8164,297.0,219.5
406,935,346,397,137,295,"[[346, 137], [397, 137], [397, 295], [346, 295], [346, 137]]",187,8058,371.5,216.0
451,935,332,394,155,348,"[[332, 155], [394, 155], [394, 348], [332, 348], [332, 155]]",187,11966,363.0,251.5
257,935,429,482,137,303,"[[429, 137], [482, 137], [482, 303], [429, 303], [429, 137]]",187,8798,455.5,220.0
16,935,1012,1055,107,268,"[[1012, 107], [1055, 107], [1055, 268], [1012, 268], [1012, 107]]",187,6923,1033.5,187.5
473,935,235,393,296,763,"[[235, 296], [393, 296], [393, 763], [235, 763], [235, 296]]",187,73786,314.0,529.5
563,935,852,917,150,383,"[[852, 150], [917, 150], [917, 383], [852, 383], [852, 150]]",187,15145,884.5,266.5
370,935,892,1182,553,1280,"[[892, 553], [1182, 553], [1182, 1280], [892, 1280], [892, 553]]",187,210830,1037.0,916.5
147,935,1262,1307,103,281,"[[1262, 103], [1307, 103], [1307, 281], [1262, 281], [1262, 103]]",187,8010,1284.5,192.0
373,935,98,276,322,830,"[[98, 322], [276, 322], [276, 830], [98, 830], [98, 322]]",187,90424,187.0,576.0
196,935,783,856,163,416,"[[783, 163], [856, 163], [856, 416], [783, 416], [783, 163]]",187,18469,819.5,289.5
591,935,216,271,147,313,"[[216, 147], [271, 147], [271, 313], [216, 313], [216, 147]]",187,9130,243.5,230.0
375,935,383,434,137,297,"[[383, 137], [434, 137], [434, 297], [383, 297], [383, 137]]",187,8160,408.5,217.0
115,935,759,846,186,485,"[[759, 186], [846, 186], [846, 485], [759, 485], [759, 186]]",187,26013,802.5,335.5
384,935,442,502,148,338,"[[442, 148], [502, 148], [502, 338], [442, 338], [442, 148]]",187,11400,472.0,243.0
349,935,484,535,134,298,"[[484, 134], [535, 134], [535, 298], [484, 298], [484, 134]]",187,8364,509.5,216.0
518,935,633,754,243,644,"[[633, 243], [754, 243], [754, 644], [633, 644], [633, 243]]",187,48521,693.5,443.5
490,935,258,308,138,290,"[[258, 138], [308, 138], [308, 290], [258, 290], [258, 138]]",187,7600,283.0,214.0
210,935,541,592,131,295,"[[541, 131], [592, 131], [592, 295], [541, 295], [541, 131]]",187,8364,566.5,213.0
408,935,1422,1496,134,390,"[[1422, 134], [1496, 134], [1496, 390], [1422, 390], [1422, 134]]",187,18944,1459.0,262.0
177,935,617,688,162,397,"[[617, 162], [688, 162], [688, 397], [617, 397], [617, 162]]",187,16685,652.5,279.5
559,935,877,938,142,363,"[[877, 142], [938, 142], [938, 363], [877, 363], [877, 142]]",187,13481,907.5,252.5
198,935,709,774,151,374,"[[709, 151], [774, 151], [774, 374], [709, 374], [709, 151]]",187,14495,741.5,262.5
473,940,369,523,290,760,"[[369, 290], [523, 290], [523, 760], [369, 760], [369, 290]]",188,72380,446.0,525.0
349,940,506,556,131,290,"[[506, 131], [556, 131], [556, 290], [506, 290], [506, 131]]",188,7950,531.0,210.5
578,940,168,219,142,293,"[[168, 142], [219, 142], [219, 293], [168, 293], [168, 142]]",188,7701,193.5,217.5
490,940,260,309,136,282,"[[260, 136], [309, 136], [309, 282], [260, 282], [260, 136]]",188,7154,284.5,209.0
353,940,753,814,144,354,"[[753, 144], [814, 144], [814, 354], [753, 354], [753, 144]]",188,12810,783.5,249.0
210,940,564,613,128,289,"[[564, 128], [613, 128], [613, 289], [564, 289], [564, 128]]",188,7889,588.5,208.5
16,940,1012,1055,107,268,"[[1012, 107], [1055, 107], [1055, 268], [1012, 268], [1012, 107]]",188,6923,1033.5,187.5
406,940,346,397,137,295,"[[346, 137], [397, 137], [397, 295], [346, 295], [346, 137]]",188,8058,371.5,216.0
373,940,238,420,331,867,"[[238, 331], [420, 331], [420, 867], [238, 867], [238, 331]]",188,97552,329.0,599.0
115,940,763,850,186,484,"[[763, 186], [850, 186], [850, 484], [763, 484], [763, 186]]",188,25926,806.5,335.0
518,940,897,1011,235,645,"[[897, 235], [1011, 235], [1011, 645], [897, 645], [897, 235]]",188,46740,954.0,440.0
563,940,852,917,150,383,"[[852, 150], [917, 150], [917, 383], [852, 383], [852, 150]]",188,15145,884.5,266.5
549,940,275,328,142,302,"[[275, 142], [328, 142], [328, 302], [275, 302], [275, 142]]",188,8480,301.5,222.0
147,940,1262,1307,103,281,"[[1262, 103], [1307, 103], [1307, 281], [1262, 281], [1262, 103]]",188,8010,1284.5,192.0
177,940,618,689,161,395,"[[618, 161], [689, 161], [689, 395], [618, 395], [618, 161]]",188,16614,653.5,278.0
196,940,783,856,163,416,"[[783, 163], [856, 163], [856, 416], [783, 416], [783, 163]]",188,18469,819.5,289.5
378,940,345,394,134,284,"[[345, 134], [394, 134], [394, 284], [345, 284], [345, 134]]",188,7350,369.5,209.0
451,940,350,410,152,339,"[[350, 152], [410, 152], [410, 339], [350, 339], [350, 152]]",188,11220,380.0,245.5
299,940,276,327,138,291,"[[276, 138], [327, 138], [327, 291], [276, 291], [276, 138]]",188,7803,301.5,214.5
257,940,452,503,134,295,"[[452, 134], [503, 134], [503, 295], [452, 295], [452, 134]]",188,8211,477.5,214.5
375,940,385,436,137,297,"[[385, 137], [436, 137], [436, 297], [385, 297], [385, 137]]",188,8160,410.5,217.0
512,940,1653,1920,383,1147,"[[1653, 383], [1920, 383], [1920, 1147], [1653, 1147], [1653, 383]]",188,203988,1786.5,765.0
198,940,709,774,151,374,"[[709, 151], [774, 151], [774, 374], [709, 374], [709, 151]]",188,14495,741.5,262.5
370,940,1425,1876,675,1280,"[[1425, 675], [1876, 675], [1876, 1280], [1425, 1280], [1425, 675]]",188,272855,1650.5,977.5
408,940,1373,1441,130,373,"[[1373, 130], [1441, 130], [1441, 373], [1373, 373], [1373, 130]]",188,16524,1407.0,251.5
384,940,450,508,145,329,"[[450, 145], [508, 145], [508, 329], [450, 329], [450, 145]]",188,10672,479.0,237.0
559,940,877,938,142,363,"[[877, 142], [938, 142], [938, 363], [877, 363], [877, 142]]",188,13481,907.5,252.5
591,940,227,281,144,305,"[[227, 144], [281, 144], [281, 305], [227, 305], [227, 144]]",188,8694,254.0,224.5
147,945,1262,1307,103,281,"[[1262, 103], [1307, 103], [1307, 281], [1262, 281], [1262, 103]]",189,8010,1284.5,192.0
490,945,242,289,135,278,"[[242, 135], [289, 135], [289, 278], [242, 278], [242, 135]]",189,6721,265.5,206.5
559,945,877,938,142,363,"[[877, 142], [938, 142], [938, 363], [877, 363], [877, 142]]",189,13481,907.5,252.5
353,945,753,814,144,354,"[[753, 144], [814, 144], [814, 354], [753, 354], [753, 144]]",189,12810,783.5,249.0
299,945,280,329,136,285,"[[280, 136], [329, 136], [329, 285], [280, 285], [280, 136]]",189,7301,304.5,210.5
16,945,1012,1055,107,268,"[[1012, 107], [1055, 107], [1055, 268], [1012, 268], [1012, 107]]",189,6923,1033.5,187.5
384,945,455,511,143,323,"[[455, 143], [511, 143], [511, 323], [455, 323], [455, 143]]",189,10080,483.0,233.0
406,945,346,397,137,295,"[[346, 137], [397, 137], [397, 295], [346, 295], [346, 137]]",189,8058,371.5,216.0
115,945,763,850,186,484,"[[763, 186], [850, 186], [850, 484], [763, 484], [763, 186]]",189,25926,806.5,335.0
375,945,390,441,136,297,"[[390, 136], [441, 136], [441, 297], [390, 297], [390, 136]]",189,8211,415.5,216.5
578,945,187,235,138,282,"[[187, 138], [235, 138], [235, 282], [187, 282], [187, 138]]",189,6912,211.0,210.0
378,945,378,425,131,280,"[[378, 131], [425, 131], [425, 280], [378, 280], [378, 131]]",189,7003,401.5,205.5
563,945,824,890,150,380,"[[824, 150], [890, 150], [890, 380], [824, 380], [824, 150]]",189,15180,857.0,265.0
408,945,1334,1397,126,358,"[[1334, 126], [1397, 126], [1397, 358], [1334, 358], [1334, 126]]",189,14616,1365.5,242.0
210,945,583,631,126,284,"[[583, 126], [631, 126], [631, 284], [583, 284], [583, 126]]",189,7584,607.0,205.0
451,945,372,431,148,331,"[[372, 148], [431, 148], [431, 331], [372, 331], [372, 148]]",189,10797,401.5,239.5
473,945,493,653,303,810,"[[493, 303], [653, 303], [653, 810], [493, 810], [493, 303]]",189,81120,573.0,556.5
196,945,783,856,163,416,"[[783, 163], [856, 163], [856, 416], [783, 416], [783, 163]]",189,18469,819.5,289.5
177,945,622,693,161,395,"[[622, 161], [693, 161], [693, 395], [622, 395], [622, 161]]",189,16614,657.5,278.0
518,945,1116,1228,235,665,"[[1116, 235], [1228, 235], [1228, 665], [1116, 665], [1116, 235]]",189,48160,1172.0,450.0
349,945,523,571,128,283,"[[523, 128], [571, 128], [571, 283], [523, 283], [523, 128]]",189,7440,547.0,205.5
373,945,404,588,338,904,"[[404, 338], [588, 338], [588, 904], [404, 904], [404, 338]]",189,104144,496.0,621.0
549,945,288,338,138,292,"[[288, 138], [338, 138], [338, 292], [288, 292], [288, 138]]",189,7700,313.0,215.0
257,945,467,516,131,288,"[[467, 131], [516, 131], [516, 288], [467, 288], [467, 131]]",189,7693,491.5,209.5
591,945,253,305,141,297,"[[253, 141], [305, 141], [305, 297], [253, 297], [253, 141]]",189,8112,279.0,219.0
198,945,709,774,151,374,"[[709, 151], [774, 151], [774, 374], [709, 374], [709, 151]]",189,14495,741.5,262.5
115,950,745,831,187,485,"[[745, 187], [831, 187], [831, 485], [745, 485], [745, 187]]",190,25628,788.0,336.0
408,950,1289,1347,124,346,"[[1289, 124], [1347, 124], [1347, 346], [1289, 346], [1289, 124]]",190,12876,1318.0,235.0
518,950,1310,1432,231,671,"[[1310, 231], [1432, 231], [1432, 671], [1310, 671], [1310, 231]]",190,53680,1371.0,451.0
177,950,614,685,161,395,"[[614, 161], [685, 161], [685, 395], [614, 395], [614, 161]]",190,16614,649.5,278.0
196,950,765,839,165,420,"[[765, 165], [839, 165], [839, 420], [765, 420], [765, 165]]",190,18870,802.0,292.5
563,950,803,869,151,381,"[[803, 151], [869, 151], [869, 381], [803, 381], [803, 151]]",190,15180,836.0,266.0
384,950,448,504,142,319,"[[448, 142], [504, 142], [504, 319], [448, 319], [448, 142]]",190,9912,476.0,230.5
549,950,301,350,136,286,"[[301, 136], [350, 136], [350, 286], [301, 286], [301, 136]]",190,7350,325.5,211.0
373,950,578,760,341,927,"[[578, 341], [760, 341], [760, 927], [578, 927], [578, 341]]",190,106652,669.0,634.0
378,950,395,442,130,277,"[[395, 130], [442, 130], [442, 277], [395, 277], [395, 130]]",190,6909,418.5,203.5
591,950,254,304,139,290,"[[254, 139], [304, 139], [304, 290], [254, 290], [254, 139]]",190,7550,279.0,214.5
406,950,346,397,137,295,"[[346, 137], [397, 137], [397, 295], [346, 295], [346, 137]]",190,8058,371.5,216.0
370,950,299,346,133,276,"[[299, 133], [346, 133], [346, 276], [299, 276], [299, 133]]",190,6721,322.5,204.5
210,950,602,648,123,276,"[[602, 123], [648, 123], [648, 276], [602, 276], [602, 123]]",190,7038,625.0,199.5
358,950,106,181,177,394,"[[106, 177], [181, 177], [181, 394], [106, 394], [106, 177]]",190,16275,143.5,285.5
593,950,49,234,331,851,"[[49, 331], [234, 331], [234, 851], [49, 851], [49, 331]]",190,96200,141.5,591.0
147,950,1254,1299,104,281,"[[1254, 104], [1299, 104], [1299, 281], [1254, 281], [1254, 104]]",190,7965,1276.5,192.5
198,950,701,766,152,374,"[[701, 152], [766, 152], [766, 374], [701, 374], [701, 152]]",190,14430,733.5,263.0
559,950,877,938,142,360,"[[877, 142], [938, 142], [938, 360], [877, 360], [877, 142]]",190,13298,907.5,251.0
349,950,540,587,125,278,"[[540, 125], [587, 125], [587, 278], [540, 278], [540, 125]]",190,7191,563.5,201.5
375,950,386,437,136,296,"[[386, 136], [437, 136], [437, 296], [386, 296], [386, 136]]",190,8160,411.5,216.0
16,950,1008,1051,107,268,"[[1008, 107], [1051, 107], [1051, 268], [1008, 268], [1008, 107]]",190,6923,1029.5,187.5
257,950,487,535,128,280,"[[487, 128], [535, 128], [535, 280], [487, 280], [487, 128]]",190,7296,511.0,204.0
473,950,646,809,310,845,"[[646, 310], [809, 310], [809, 845], [646, 845], [646, 310]]",190,87205,727.5,577.5
451,950,373,430,146,325,"[[373, 146], [430, 146], [430, 325], [373, 325], [373, 146]]",190,10203,401.5,235.5
593,955,232,408,322,842,"[[232, 322], [408, 322], [408, 842], [232, 842], [232, 322]]",191,91520,320.0,582.0
549,955,298,345,134,279,"[[298, 134], [345, 134], [345, 279], [298, 279], [298, 134]]",191,6815,321.5,206.5
115,955,745,831,187,485,"[[745, 187], [831, 187], [831, 485], [745, 485], [745, 187]]",191,25628,788.0,336.0
591,955,251,299,136,282,"[[251, 136], [299, 136], [299, 282], [251, 282], [251, 136]]",191,7008,275.0,209.0
373,955,774,962,359,998,"[[774, 359], [962, 359], [962, 998], [774, 998], [774, 359]]",191,120132,868.0,678.5
177,955,614,685,161,395,"[[614, 161], [685, 161], [685, 395], [614, 395], [614, 161]]",191,16614,649.5,278.0
473,955,846,1013,326,910,"[[846, 326], [1013, 326], [1013, 910], [846, 910], [846, 326]]",191,97528,929.5,618.0
378,955,393,440,131,279,"[[393, 131], [440, 131], [440, 279], [393, 279], [393, 131]]",191,6956,416.5,205.0
196,955,765,839,165,420,"[[765, 165], [839, 165], [839, 420], [765, 420], [765, 165]]",191,18870,802.0,292.5
210,955,610,655,121,269,"[[610, 121], [655, 121], [655, 269], [610, 269], [610, 121]]",191,6660,632.5,195.0
563,955,803,869,151,381,"[[803, 151], [869, 151], [869, 381], [803, 381], [803, 151]]",191,15180,836.0,266.0
406,955,346,397,137,295,"[[346, 137], [397, 137], [397, 295], [346, 295], [346, 137]]",191,8058,371.5,216.0
257,955,499,545,126,274,"[[499, 126], [545, 126], [545, 274], [499, 274], [499, 126]]",191,6808,522.0,200.0
384,955,451,505,140,314,"[[451, 140], [505, 140], [505, 314], [451, 314], [451, 140]]",191,9396,478.0,227.0
408,955,1252,1306,121,334,"[[1252, 121], [1306, 121], [1306, 334], [1252, 334], [1252, 121]]",191,11502,1279.0,227.5
375,955,387,438,137,297,"[[387, 137], [438, 137], [438, 297], [387, 297], [387, 137]]",191,8160,412.5,217.0
451,955,379,435,145,321,"[[379, 145], [435, 145], [435, 321], [379, 321], [379, 145]]",191,9856,407.0,233.0
358,955,177,248,170,379,"[[177, 170], [248, 170], [248, 379], [177, 379], [177, 170]]",191,14839,212.5,274.5
518,955,1569,1723,232,700,"[[1569, 232], [1723, 232], [1723, 700], [1569, 700], [1569, 232]]",191,72072,1646.0,466.0
147,955,1254,1299,104,281,"[[1254, 104], [1299, 104], [1299, 281], [1254, 281], [1254, 104]]",191,7965,1276.5,192.5
349,955,554,600,124,273,"[[554, 124], [600, 124], [600, 273], [554, 273], [554, 124]]",191,6854,577.0,198.5
198,955,701,766,152,374,"[[701, 152], [766, 152], [766, 374], [701, 374], [701, 152]]",191,14430,733.5,263.0
559,955,877,938,142,360,"[[877, 142], [938, 142], [938, 360], [877, 360], [877, 142]]",191,13298,907.5,251.0
16,955,1008,1051,107,268,"[[1008, 107], [1051, 107], [1051, 268], [1008, 268], [1008, 107]]",191,6923,1029.5,187.5
358,960,219,286,164,366,"[[219, 164], [286, 164], [286, 366], [219, 366], [219, 164]]",192,13534,252.5,265.0
115,960,745,831,187,485,"[[745, 187], [831, 187], [831, 485], [745, 485], [745, 187]]",192,25628,788.0,336.0
549,960,318,364,131,271,"[[318, 131], [364, 131], [364, 271], [318, 271], [318, 131]]",192,6440,341.0,201.0
473,960,1078,1246,340,970,"[[1078, 340], [1246, 340], [1246, 970], [1078, 970], [1078, 340]]",192,105840,1162.0,655.0
177,960,614,685,161,395,"[[614, 161], [685, 161], [685, 395], [614, 395], [614, 161]]",192,16614,649.5,278.0
593,960,408,586,328,875,"[[408, 328], [586, 328], [586, 875], [408, 875], [408, 328]]",192,97366,497.0,601.5
196,960,765,839,165,420,"[[765, 165], [839, 165], [839, 420], [765, 420], [765, 165]]",192,18870,802.0,292.5
349,960,569,613,120,265,"[[569, 120], [613, 120], [613, 265], [569, 265], [569, 120]]",192,6380,591.0,192.5
563,960,803,869,151,381,"[[803, 151], [869, 151], [869, 381], [803, 381], [803, 151]]",192,15180,836.0,266.0
451,960,384,440,144,318,"[[384, 144], [440, 144], [440, 318], [384, 318], [384, 144]]",192,9744,412.0,231.0
408,960,1211,1263,119,323,"[[1211, 119], [1263, 119], [1263, 323], [1211, 323], [1211, 119]]",192,10608,1237.0,221.0
384,960,453,507,139,312,"[[453, 139], [507, 139], [507, 312], [453, 312], [453, 139]]",192,9342,480.0,225.5
373,960,1003,1196,382,1085,"[[1003, 382], [1196, 382], [1196, 1085], [1003, 1085], [1003, 382]]",192,135679,1099.5,733.5
375,960,387,438,137,297,"[[387, 137], [438, 137], [438, 297], [387, 297], [387, 137]]",192,8160,412.5,217.0
406,960,364,414,136,292,"[[364, 136], [414, 136], [414, 292], [364, 292], [364, 136]]",192,7800,389.0,214.0
147,960,1254,1299,104,281,"[[1254, 104], [1299, 104], [1299, 281], [1254, 281], [1254, 104]]",192,7965,1276.5,192.5
378,960,392,439,131,279,"[[392, 131], [439, 131], [439, 279], [392, 279], [392, 131]]",192,6956,415.5,205.0
257,960,518,563,123,268,"[[518, 123], [563, 123], [563, 268], [518, 268], [518, 123]]",192,6525,540.5,195.5
210,960,633,677,118,263,"[[633, 118], [677, 118], [677, 263], [633, 263], [633, 118]]",192,6380,655.0,190.5
591,960,226,273,135,275,"[[226, 135], [273, 135], [273, 275], [226, 275], [226, 135]]",192,6580,249.5,205.0
559,960,877,938,142,360,"[[877, 142], [938, 142], [938, 360], [877, 360], [877, 142]]",192,13298,907.5,251.0
198,960,701,766,152,374,"[[701, 152], [766, 152], [766, 374], [701, 374], [701, 152]]",192,14430,733.5,263.0
16,960,1008,1051,107,268,"[[1008, 107], [1051, 107], [1051, 268], [1008, 268], [1008, 107]]",192,6923,1029.5,187.5
518,960,1779,1920,234,726,"[[1779, 234], [1920, 234], [1920, 726], [1779, 726], [1779, 234]]",192,69372,1849.5,480.0
